adl_id,description,code.type,code.nature,code.location,code.perpetrator,code.target
7566,a 22-year-old woman neo-nazi and anti-semitic fliers on the newport harbor high school campus.,literature dump,"nazi, general antisemitism",outside school,outsider,not specified
9598,"folks front, a neo-nazi group, distributed anti-semitic fliers that featured a swastika at perry high school.",literature dump,nazi,in school,outsider,not specified
10190,"anti-semitic graffiti that included the words ""das juden"" and a swastika were spray-painted on an exterior wall at an elementary school.",vandalism,nazi,outside school,not specified,not specified
11748,swastika etching discovered on a school window.,vandalism,nazi,in school,not specified,not specified
11744,swastika vandalism discovered at a school.,vandalism,nazi,in school,not specified,not specified
11745,swastika vandalism discovered at a school.,vandalism,nazi,in school,not specified,not specified
9689,a classmate of a jewish student at a middle school drew a swastika on the jewish student's class work.,vandalism,nazi,in school,student,student
9691,student gestured the nazi salute in front of other students that included at least one jewish student.,performance,nazi,not specified,student,student
10196,a swastika was burned into the asphalt at a playground near ellis elementary school.,vandalism,nazi,outside school,not specified,not specified
11732,"jewish student victim of ongoing anti-semitic harassment by peers who tell her she should die in a gas chamber, draw swastikas on their hands and show her, yell ""hitler"" in her face, and do the sieg heil in the hallways.",harassment,nazi,in school,student,student
9698,middle school student was the target of anti-semitic slurs and songs.,harassment,general antisemitism,not specified,not specified,student
9700,"a jewish student at a middle school found a note in their locker that read, ""kill yourself, you kike.""",harassment,general antisemitism,in school,not specified,student
9699,"a jewish student at a middle was harassed by another student who said ""death to all the jews"" and mocked the jewish student.",harassment,general antisemitism,not specified,student,student
9702,middle school student targeted a jewish classmate with anti-semitic jokes and rhetoric.,harassment,general antisemitism,not specified,student,student
9707,"a student at an elementary school repeatedly did the sieg heil and stated ""for the fuehrer.""",performance,nazi,not specified,student,student
10197,swastika vandalism discovered in a bathroom at a middle school.,vandalism,nazi,in school,not specified,not specified
10199,swastika graffiti discovered in a bathroom at hellgate high school.,vandalism,nazi,in school,not specified,not specified
11715,an elementary school teacher discovered that two swastikas had been scratched into school music stands.,vandalism,nazi,in school,not specified,not specified
11724,"""hitler = good"" was found carved into a classroom desk.",vandalism,nazi,in school,not specified,not specified
11726,swastika vandalism discovered on a desk in a classroom.,vandalism,nazi,in school,not specified,not specified
11743,swastika vandalism discovered on a desk at a school.,vandalism,nazi,in school,not specified,not specified
11741,a student discovered a swastika had been drawn on their desk.,vandalism,nazi,in school,not specified,not specified
9712,a middle school student made racist and anti-semitic remarks at school including denying that the holocaust happened.,harassment,"general antisemitism, oppression connection, holocaust denial",in school,student,not specified
11722,swastika vandalism discovered inside a classroom.,vandalism,nazi,in school,not specified,not specified
10203,a jewish student at lakeland regional high school discovered a drawing of a star of david with a swastika in the middle of it was drawn onto her desk in study hall.,vandalism,"general antisemitism, nazi",in school,not specified,student
10206,swastika vandalism discovered in a bathroom at lawton c. johnson summit middle school.,vandalism,nazi,in school,not specified,not specified
9714,a swastika found on text book at a high school.,vandalism,nazi,in school,not specified,not specified
10211,swastika vandalism discovered in a middle school.,vandalism,nazi,in school,not specified,not specified
11723,swastika vandalism discovered on school property.,vandalism,nazi,outside school,not specified,not specified
10238,mckinley elementary school was vandalized with graffiti that included a swastika.,vandalism,nazi,in school,not specified,not specified
9730,"at school, a boy drew a swastika a jewish peer's calculator, called her ""jew girl"" and said ""you don't deserve birthday shekels.""","vandalism, harassment","general antisemitism, nazi, money",in school,student,student
9732,"jewish student was harassed by classmates for being jewish, was told to ""go burn in a crematorium.""",harassment,"general antisemitism, nazi",not specified,student,student
10560,a jewish student at a middle school was physically assaulted by a classmate who also taunted him with anti-semitic harassment that included swastika drawings.,harassment,"general antisemitism, nazi",in school,student,student
10247,"anti-semitic, racist, and homophobic graffiti was discovered at annandale high school.",vandalism,"general antisemitism, oppression connection",in school,not specified,not specified
9740,"jewish middle school student harassed by another student who told the jewish student that ""you should go die in a gas chamber,"" ""heil hitler,"" and ""bring back hitler so he can kill all the jews.""",harassment,nazi,not specified,student,student
11797,"a swastika and the message, ""kill the jews,"" was written on a school sign.",vandalism,nazi,outside school,not specified,not specified
11796,swastika etchings discovered on a school door.,vandalism,nazi,in school,not specified,not specified
9752,jewish high school student was harassed with anti-semitic epithets by classmate.,harassment,general antisemitism,not specified,student,student
9745,"a student at a middle school edited a class project with the message ""hitler did nothing wrong.""",harassment,nazi,in school,student,not specified
9747,"middle school students yelling ""heil hitler"" and making nazi salute to, or in sight of, jewish students.","harassment, performance",nazi,not specified,student,student
10561,jewish middle school student was physically assaulted by another student who also used anti-semitic language to threaten the student.,harassment,general antisemitism,not specified,student,student
10252,the athletic field at a middle school was vandalized with swastika graffiti.,vandalism,nazi,outside school,not specified,not specified
10259,swastika vandalism discovered at a school.,vandalism,nazi,outside school,not specified,not specified
9764,"students at a school circulated a petition to classmates via whatsapp to ""burn all jews.""",harassment,nazi,social media,student,not specified
9762,"a jewish student at a high school was targeted twice in one week by a classmate who asked, ""are you jewish? burn you jew, gas em jew.""",harassment,nazi,in school,student,student
11783,a student at paul r. smith middle school was arrested after he wrote a bomb threat on a bathroom wall that included images of swastikas.,"bomb threat, vandalism",nazi,in school,student,school
11774,"a jewish student was stabbed with a pencil three times and called an ""ugly jew"" and ""loser jew,"" the student was also told ""wish you were dead, jew"" by another student at school.","harassment, harassment",general antisemitism,in school,student,student
9775,"a middle school student was given a note with swastika drawings by a student who also did the nazi salute and said ""heil hitler.""","harassment, performance",nazi,not specified,student,student
10267,swastika vandalism discovered in a bathroom at a high school.,vandalism,nazi,in school,not specified,not specified
9779,a student at newburyport high school made the nazi salute while standing near two jewish students. the same student also altered the school's song to praise hitler.,"harassment, performance",nazi,in school,student,student
10268,"a swastika and a ""vague, threatening message"" was discovered inside a bathroom at keefe technical high school.",vandalism,nazi,in school,not specified,not specified
10276,a bathroom at a middle school was vandalized with graffiti that included two swastika drawings.,vandalism,nazi,in school,not specified,not specified
10275,"a desk was at a middle school was vandalized with a swastika and the message ""i will kill you.""",vandalism,nazi,in school,not specified,not specified
10273,swastika vandalism discovered in a bathroom at a middle school.,vandalism,nazi,in school,not specified,not specified
10272,a desk in a classroom at a middle school was vandalized with a drawing of a swastika.,vandalism,nazi,in school,not specified,not specified
9774,the jewish student union sign at a high school was defaced with a swastika.,vandalism,nazi,in school,not specified,not specified
10279,a swastika was drawn on the ground at ahern middle school.,vandalism,nazi,in school,not specified,not specified
9772,a swastika and racial slur were written on a white board at sharon high school.,vandalism,"nazi, oppression connection",in school,not specified,not specified
9777,students at a middle school targeted jewish students with anti-semitic jokes.,harassment,general antisemitism,in school,student,student
10270,swastika vandalism discovered in a bathroom at thurston middle school.,vandalism,nazi,in school,not specified,not specified
10266,swastika graffiti discovered in a bathroom at silver creek middle school over the course of three days.,vandalism,nazi,in school,not specified,not specified
9781,"jewish students had pennies thrown at them by other students who told them ""go get it, jew"" as well as remarks about gas chambers.",harassment,"nazi, money",not specified,student,student
10287,anti-semitic and racist graffiti that included a swastika was found in a classroom at emerson junior-senior high school.,vandalism,"general antisemitism, oppression connection, nazi",in school,not specified,not specified
10288,a swastika was drawn on a wall in a bathroom at glen rock high school.,vandalism,nazi,in school,not specified,not specified
11799,swastika and kkk graffiti found in a bathroom at a high school.,vandalism,"nazi, oppression connection",in school,not specified,not specified
11750,a student at a middle school drew swastikas on desks.,vandalism,nazi,in school,student,not specified
10286,swastika vandalism discovered on a bench at a high school.,vandalism,nazi,in school,not specified,not specified
11792,a basketball court at a school was defaced with a swastika drawn in chalk.,vandalism,nazi,in school,not specified,not specified
11759,a student used chalk to draw swastikas on school property.,vandalism,nazi,in school,student,not specified
9785,jewish student at an elementary school victim of anti-semitic bullying and taunts.,harassment,general antisemitism,in school,student,student
10284,six swastika carvings discovered inside a bathroom at a school.,vandalism,nazi,in school,not specified,not specified
9787,hand drawn swastika discovered in a school book at a school.,vandalism,nazi,in school,not specified,not specified
9783,"a jewish student at a middle school received two anti-semitic notes while at school. one included a swastika and the message ""you don't belong here,"" and the second was a drawing of hitler doing the nazi salute.",harassment,"general antisemitism, nazi",in school,student,student
9797,"a volleyball team at a high school named themselves ""the nazis.""",harassment,nazi,in school,student,not specified
10312,a swastika and the n-word were written on a table at pittsford mendon high school.,vandalism,"nazi, oppression connection",in school,not specified,not specified
10311,"swastikas and the message ""die jews,"" was written on a bathroom wall at a high school.",vandalism,nazi,in school,not specified,not specified
10310,swastika vandalism discovered in a high school.,vandalism,nazi,in school,not specified,not specified
10299,swastika vandalism discovered in a middle school.,vandalism,nazi,in school,not specified,not specified
10309,swastika vandalism discovered in a high school.,vandalism,nazi,in school,not specified,not specified
9789,a school teacher drew a cartoon with a swastika in the classroom.,harassment,nazi,in school,teacher,not specified
9799,red plastic swastikas were found on a playground at a school.,vandalism,nazi,outside school,not specified,not specified
9800,jewish high school student victim of ongoing anti-semitic harassment at school.,harassment,general antisemitism,in school,not specified,student
10320,"anti-semitic, racist, and threatening graffiti was spray-painted on the walls at godwin high school.",vandalism,"general antisemitism, oppression connection",in school,not specified,not specified
9810,a jewish high school student's school project was vandalized with swastika images.,vandalism,nazi,in school,not specified,student
10322,graffiti that included swastikas and white supremacist messaging was discovered in multiple locations at a high school.,vandalism,"nazi, oppression connection",in school,not specified,not specified
9815,"a student created a profile for a online class game with the username ""killzejews."" the student also said that the holocaust will always be funny.",cyberbullying,nazi,social media,student,not specified
11814,"individual yelled ""death to jews,"" at a parent picking up their child from a jewish day school.",harassment,general antisemitism,outside school,outsider,parent
11835,individual verbally harassed a jewish family outside a jewish school and attacked the parent with a knife.,harassment,general antisemitism,outside school,outsider,"student, parent"
10326,"a star of david and the word ""juden"" were written on a gym locker at a high school.",vandalism,"general antisemitism, nazi",in school,not specified,not specified
9827,"middle school-aged girl received a snapchat image from a classmate holding a gun with the caption ""kill all jews.""",cyberbullying,general antisemitism,social media,student,student
10334,anti-semitic graffiti discovered at wilmette junior high school.,vandalism,general antisemitism,in school,not specified,not specified
10335,swastika vandalism was discovered in the locker room bathroom at reading memorial high school.,vandalism,nazi,in school,not specified,not specified
10337,swastikas were found drawn in a school bathroom at wellesley middle school.,vandalism,nazi,in school,not specified,not specified
9841,three middle school students drew swastikas using chalk on the sidewalk at their elementary school.,vandalism,nazi,outside school,student,not specified
9842,a swastika was drawn on a student's yearbook at school.,vandalism,nazi,in school,not specified,student
9843,middle school students used a group chat to share anti-semitic and racist messages.,harassment,"general antisemitism, oppression connection",social media,student,not specified
10341,a swastika was etched into the wall of a classroom at glen rock high school.,vandalism,nazi,in school,not specified,not specified
11808,swastika carving discvered in a bathroom at a high school.,vandalism,nazi,in school,not specified,not specified
11826,"""i hate jews,"" a swastika, and other racist messages were written in a bathroom at a middle school.",vandalism,"general antisemitism, oppression connection, nazi",in school,not specified,not specified
11817,swastika vandalism discovered in a bathroom at a high school.,vandalism,nazi,in school,not specified,not specified
11815,a jewish teacher at a public school discovered that her classroom door had been vandalized with swastika graffiti.,vandalism,nazi,in school,not specified,teacher
11833,a middle school student discovered that someone had drawn a swastika in her yearbook.,vandalism,nazi,publication,not specified,student
11834,"middle school student discovered that someone had written ""hitler did nothing wrong"" in her yearbook. another student found that someone had drawn on a swastika in their yearbook.",vandalism,nazi,publication,not specified,student
11809,swastika vandalism discovered at a high school.,vandalism,nazi,in school,not specified,not specified
10357,staff at a high school discovered that swastikas had been drawn on a window sill and stairwell.,vandalism,nazi,in school,not specified,not specified
10362,"a school bus was vandalized with swastikas, the n-word, and other inappropriate graffiti.",vandalism,"nazi, oppression connection",outside school,not specified,not specified
9857,a teacher discovered a piece of paper with a swastika drawn on it taped to the wall at a school.,vandalism,nazi,in school,not specified,not specified
10360,"""jew"" and the n-word were etched into the bathroom wall at a school.",vandalism,"nazi, oppression connection",in school,not specified,not specified
10354,a high school was vandalized with swastika graffiti.,vandalism,nazi,in school,not specified,not specified
9855,"a teacher at a middle school provided a board game to students called ""secret hitler."" when the game was removed from the school students started saying it was because ""jews control minds.""",harassment,"nazi, conspiracy",in school,"teacher, students",not specified
9850,two swastikas were drawn in chalk on the ground at a public school.,vandalism,nazi,outside school,not specified,not specified
10375,swastikas and white power message graffiti on public high school property and on adjacent public fencing.,vandalism,"nazi, oppression connection",outside school,not specified,not specified
9877,jewish girl at a middle school received an anti-semitic text message from a classmate.,harassment,general antisemitism,social media,student,student
10377,"swastika and ""kill jews"" graffitied together with bomb threat at middle school.","vandalism, bomb threat","general antisemitism, nazi",in school,not specified,school
8368,"daily stormer book club, an alt right group, distributed anti-semitic propaganda at stevens high school that depicted christchurch shooter brenton tarrant with the star of david and the word jude covering tarrant's mouth. the flier reads: ""censorship ends in violence.""",literature dump,"nazi, oppression connection, general antisemitism, conspiracy",in school,outsider,not specified
10402,an etching of a swastika was discovered on the stall of a bathroom at a public high school with a large jewish student population.,vandalism,nazi,in school,not specified,not specified
9903,at least a dozen anti-semitic fliers were posted at san marin high school that accused jews and israelis of being responsible for the 9/11 terrorist attacks.,literature dump,"conspiracy, israel",in school,not specified,not specified
9915,high school science teacher made insensitive comments about the holocaust in presence of jewish student.,harassment,nazi,in school,teacher,student
9917,anti-semitic bullying of high school student.,harassment,general antisemitism,not specified,student,student
10411,graffiti with swastika and anti-semitic slur found at lake harriet community school's upper campus.¬†,vandalism,"general antisemitism, nazi",outside school,not specified,not specified
11886,"graffiti that included swastikas, the n-word, phallic symbols, a star of david, phallic symbols, n word, and ""911 was an inside job"" was found inside a school.",vandalism,"general antisemitism, oppression connection, nazi, conspiracy",in school,not specified,not specified
9936,a star of david with a swastika inside it was drawn on a back to school chalkboard.,vandalism,"general antisemitism, nazi",in school,not specified,not specified
11958,"drawings of swastikas, guns, and nooses were found on bathroom walls in a high school.",vandalism,"nazi, oppression connection",in school,not specified,not specified
10438,a swastika etching was discovered on a desk at a middle school.,vandalism,nazi,in school,not specified,not specified
9943,jewish high school student heard classmate making anti-semitic remarks.,harassment,general antisemitism,in school,student,not specified
9939,a holocaust joke was directed toward a jewish student at a middle school.,harassment,nazi,in school,not specified,student
10436,"graffiti that included swastikas and was described as anti-semitic, homophobic, and racist was found at burlingame high school.",vandalism,"general antisemitism, oppression connection, nazi",in school,not specified,not specified
10440,"a high school student formed a swastika with clay in class, while another student took a picture of it and shared it on snapchat.",cyberbullying,nazi,"in school, social media",student,not specified
9945,"student posted a snapchat image of three boys with the caption, ""me and the boys bout to exterminate the jews.""",cyberbullying,nazi,social media,student,not specified
9950,"during a soccer match between a non-jewish school and a jewish school, students from the non-jewish school called the jewish students ""dirty jews.""",harassment,general antisemitism,school event,student,student
9949,a swastika was traced into the dirt of a student's car that was parked in the high school parking lot.,vandalism,nazi,outside school,not specified,not specified
10448,a swastika and a jewish star were etched into a stall bathroom at middlesex middle school.,vandalism,"general antisemitism, nazi",in school,not specified,not specified
10447,swastika vandalism discovered on a window at middlesex middle school.,vandalism,nazi,in school,not specified,not specified
11955,a wiffle ball with what appeared to be a swastika written on it was found in a classroom at a middle school.,vandalism,nazi,in school,not specified,not specified
10445,"in multiple locations graffiti of swastikas, and star of david next to slurs, were found in staples high school.",vandalism,"general antisemitism, nazi",in school,not specified,not specified
10444,vandalism that included anti-semitic words and swastikas were drawn on stalls in two student bathrooms at hamden high school.¬†,vandalism,"general antisemitism, nazi",in school,not specified,not specified
11940,a student's image was defaced with a drawing of a swastika.,vandalism,nazi,in school,not specified,student
9956,repeated anti-semitic bullying of jewish student.,harassment,general antisemitism,not specified,student,student
10452,swastika found in restroom at needham high school.,vandalism,nazi,in school,not specified,not specified
10458,three small swastikas scratched into a bathroom stall at needham high school.,vandalism,nazi,in school,not specified,not specified
10455,high school property vandalized with swastika.,vandalism,nazi,in school,not specified,not specified
10456,playground equipment at a school was vandalized with swastika graffiti.,vandalism,nazi,outside school,not specified,not specified
11956,"high school student received threatening anti-semitic messages. one of which read, ""i 'll call my hitler buddies, they will put you in a jew shower.""",harassment,"general antisemitism, nazi",social media,not specified,student
9969,a student at providence high school discovered that a threatening and anti-semitic note in her backpack.,harassment,general antisemitism,in school,not specified,student
10465,a swastika was etched into an auditorium chair and a bathroom at memorial middle school within a week of each other.,vandalism,nazi,in school,not specified,not specified
10464,two swastikas were etched into the tile of a bathroom at glen rock middle school.,vandalism,nazi,in school,not specified,not specified
11966,a student at a school drew a swastika alongside a written threat against the school.,vandalism,nazi,in school,student,school
11960,a middle school student used a rock to draw a swastika on a wall at their school.,vandalism,nazi,in school,student,not specified
11917,swastika vandalism discovered in a middle school.,vandalism,nazi,in school,not specified,not specified
11931,swastika and n-word graffiti found in a bathroom at a high school.,vandalism,"nazi, oppression connection",in school,not specified,not specified
11961,"two students gave another student a book with swastikas in it, as well as other harassing material.",harassment,"general antisemitism, nazi",in school,student,student
11918,a swastika and the n-word were written on the back walkway at a school.,vandalism,"nazi, oppression connection",outside school,not specified,not specified
11913,swastikas were drawn in chalk on the exterior of an elementary school.,vandalism,nazi,outside school,not specified,not specified
11924,swastika vandalism discovered on a school desk.,vandalism,nazi,in school,not specified,not specified
11927,"student said ""shut up jew"" during a school activity.",harassment,general antisemitism,in school,student,student
10466,jewish student at a middle school discovered a swastika on her locker and desk.,vandalism,nazi,in school,not specified,student
10474,swastika vandalism discovered in a school bathroom.,vandalism,nazi,in school,not specified,not specified
11948,swastika vandalism discovered in a middle school.,vandalism,nazi,in school,not specified,not specified
11957,"non-jewish school children shouted ""heil hitler"" at jewish school children.",harassment,nazi,not specified,student,student
10471,swastika vandalism discovered in a bathroom at scarsdale high school for the second time in one month.,vandalism,nazi,in school,not specified,not specified
11920,swastika vandalism discovered in a bathroom at scarsdale high school.,vandalism,nazi,in school,not specified,not specified
10483,high school students discovered that a swastika had been carved into a tree on campus.,vandalism,nazi,outside school,not specified,not specified
10916,students at milton high school formed a human swastika on the gym floor at their school.,performance,nazi,in school,student,not specified
9976,"high school students circulated anti-semitic memes. one meme said: ""what is the difference between a jew and a dollar?"" the second said ""i'd give a shit if i lost 6 million dollars.""",cyberbullying,"general antisemitism, nazi, money",social media,student,not specified
12006,individual walked by a jewish school holding a hammer and yelled he was a nazi.,harassment,nazi,outside school,outsider,school
10494,"a teacher at a middle school was harassed with anti-semitic taunts, and later discovered that her classroom door was vandalized with a swastika and other inappropriate graffiti.","harassment, vandalism","general antisemitism, nazi",in school,not specified,teacher
9985,elementary school students harassing other students with the sieg heil/heil hitler salute.,"harassment, performance",nazi,not specified,student,student
10493,an etching of a swastika was discovered on a classroom door at an elementary school.,vandalism,nazi,in school,not specified,not specified
10818,high school bathroom vandalized with swastika etching.,vandalism,nazi,in school,not specified,not specified
10819,"swastikas, anti-semitic slurs, racial slurs, and other offensive graffiti were discovered at a high school.",vandalism,"general antisemitism, oppression connection, nazi",in school,not specified,not specified
10581,"jewish middle school student was shoved by a classmate who told him ""move, jew!""",harassment,general antisemitism,not specified,student,student
9977,"during a group assignment, a non-jewish student directed the nazi salute at a jewish student.",performance,nazi,in school,student,student
9983,jewish middle school student was told an anti-semitic joke by a classmate.,harassment,general antisemitism,not specified,student,student
10827,a high school was vandalized with swastika graffiti.,vandalism,nazi,in school,not specified,not specified
10495,"swastikas were spray-painted on various locations at a school, including a jewish teacher's door.",vandalism,nazi,in school,not specified,teacher
9987,classmate made anti-semitic comments to jewish students.,harassment,general antisemitism,not specified,student,student
10498,a swastika was drawn onto a desk at middlesex middle school.,vandalism,nazi,in school,not specified,not specified
10830,a classroom chair at brien mcmahon high school was vandalized with a drawing of a swastika.,vandalism,nazi,in school,not specified,not specified
9991,jewish student's classmate told him that hitler and the nazi's did not murder enough jews.,harassment,nazi,not specified,student,student
12041,a student attended school dressed as hitler for halloween and gave the nazi salute to other students.,performance,nazi,in school,student,not specified
9995,students at teton high school dressed as hitler and a jewish person for halloween. the student dressed as hitler was pulling the student dressed as a jewish person around the school with a leash.,performance,"general antisemitism, nazi",in school,student,not specified
10503,students at wilmette junior high school reported that a swastika had been drawn in one of the school bathrooms.,vandalism,nazi,in school,not specified,not specified
10831,"a student at monument valley regional middle school made a ""hit list"" of jewish students and threatened to ""kill all the jews.""",harassment,general antisemitism,not specified,student,student
10507,anti-semitic graffiti and messages found in a bathroom at ottoson middle school.,vandalism,general antisemitism,in school,not specified,not specified
10505,swastika vandalism discovered at cambridge rindge and latin school.,vandalism,nazi,in school,not specified,not specified
9999,"students at christa mcauliffe charter school created an anti-semitic snapchat group called ""kill the jews,"" which they then sent to jewish and non-jewish students. they also posted anti-semitic messages using words like ""kike.""",cyberbullying,general antisemitism,social media,student,student
10508,swastika etchings were found on property at a jewish day school.,vandalism,nazi,outside school,not specified,not specified
10513,swastika vandalism discovered at a middle school.,vandalism,nazi,in school,not specified,not specified
9998,jewish student subjected to ongoing anti-semitic harassment by peers.,harassment,general antisemitism,not specified,student,student
12026,a swastika and phallic imagery were spray-painted on walls in a high school.,vandalism,nazi,in school,not specified,not specified
9994,jewish student at an elementary school found a swastika drawing on the bottom of her school desk.,vandalism,nazi,in school,not specified,student
12008,a swastika was scratched into the back of a chair in middle school auditorium.,vandalism,nazi,in school,not specified,not specified
10520,building maintenance employees at ridgewood high school found three swastikas rubbed on the surface of a bathroom stall.,vandalism,nazi,in school,not specified,not specified
12032,anti-semitic and racist epithets were scratched into a bathroom stall at a middle school.,vandalism,"general antisemitism, oppression connection",in school,not specified,not specified
11972,swastika vandalism discovered in a high school bathroom.,vandalism,nazi,in school,not specified,not specified
10522,swastika graffiti discovered in a bathroom at eastern regional high school.,vandalism,nazi,in school,not specified,not specified
11984,swastika drawings were discovered on class materials at a high school.,vandalism,nazi,in school,not specified,not specified
12024,student drew a swastika on the classroom white board during a class assignment.,vandalism,nazi,in school,student,not specified
12035,student's email was hacked and sent anti-semitic and racist memes.,cyberbullying,"general antisemitism, oppression connection",social media,not specified,student
11977,swastika vandalism discovered on school property.,vandalism,nazi,outside school,not specified,not specified
12015,a school bathroom was vandalized with a swastika and racially threatening language.,vandalism,nazi,in school,not specified,not specified
10518,swastika vandalism discovered at westfield high school.¬†,vandalism,nazi,in school,not specified,not specified
11980,"during a multicultural fair at a school, an individual approached the jewish heritage table wearing a nazi helmut and did the nazi salute.",performance,nazi,in school,not specified,not specified
10539,"a student at ravena-coeymans-selkirk high school scrawled hateful messages on a bathroom wall that included a swastika, receferences to hitler, and anti-semitic, racist, and homophobic slurs.",vandalism,"general antisemitism, oppression connection, nazi",in school,student,not specified
11993,eight swastikas were drawn on a school cafeteria door.,vandalism,nazi,in school,not specified,not specified
10533,swastika vandalism discovered at an elementary school.,vandalism,nazi,in school,not specified,not specified
10534,swastika etching discovered on a desk at a school.,vandalism,nazi,in school,not specified,not specified
12040,a swastika and the n-word were found drawn in a bathroom at ossining high school.,vandalism,"nazi, oppression connection",in school,not specified,not specified
10523,swastika graffiti discovered by students at pelham middle school.,vandalism,nazi,in school,not specified,not specified
10538,swastika drawing discovered on a door in a bathroom at plesantville high school.,vandalism,nazi,in school,not specified,not specified
10825,swastika graffiti discovered in a school.,vandalism,nazi,in school,not specified,not specified
10542,swastika vandalism discovered in a boys bathroom at a middle school.,vandalism,nazi,in school,not specified,not specified
10832,"a student at a high school dressed up as a stereotypical orthodox jew for halloween, in an effort to harass jewish classmates.","performance, harassment",general antisemitism,in school,student,student
10828,swastika vandalism discovered on the playground at a school.,vandalism,nazi,outside school,not specified,not specified
12042,jewish student at a middle school bullied and harassed by classmates. on one occasion they taunted him asking if he was going to dress as a holocaust victim for halloween.,harassment,"general antisemitism, nazi",not specified,student,student
10011,a student at creekside elementary school wore a hitler costume in the school's halloween parade. the costume included a swastika on the sleeve of the student's shirt.,performance,nazi,in school,student,not specified
10829,instagram account targeted a middle school aged boy with an image of a swastika.,cyberbullying,nazi,social media,not specified,student
12088,swastika etching discovered on a school door.,vandalism,nazi,in school,not specified,not specified
12076,"two swastikas and the message, ""we are ready to kill everyone"" was found on bathroom wall at a high school.",vandalism,nazi,in school,not specified,not specified
12078,swastika traced into the dust of a car parked in the school parking lot.,vandalism,nazi,outside school,not specified,not specified
10853,classmate of jewish high school student drew a swastika in her school folder.,vandalism,nazi,in school,student,student
10858,a swastika was formed using food at a school.,vandalism,nazi,in school,not specified,not specified
12117,swastika vandalism discovered on a desk at a middle school.,vandalism,nazi,in school,not specified,not specified
10850,swastika vandalism discovered in a bathroom at a high school.,vandalism,nazi,in school,not specified,not specified
10837,a student at darien high school discovered that a school laptop had been vandalized with a swastika drawing.,vandalism,nazi,in school,not specified,not specified
10851,a wall in a school auditorium was vandalized with swastika carvings.,vandalism,nazi,in school,not specified,not specified
10859,"jewish middle school student was told she should ""go back to the ovens"" when she said she was cold.",harassment,nazi,not specified,not specified,student
10904,swastikas were spray-painted on the exterior of beechwood knoll elementary school.,vandalism,nazi,outside school,not specified,not specified
10877,a student at bethesda-chevy chase high school discovered swastika graffiti in a bathroom at the school.,vandalism,nazi,in school,not specified,not specified
10901,school desk vandalized with swastika drawing at silver creek middle school.,vandalism,nazi,in school,not specified,not specified
12071,a student submitted homework to his jewish teacher that included a meme of pepe the frog wearing a nazi ss helmet.,cyberbullying,nazi,in school,student,teacher
12116,during class a student at a junior high school directed the sieg heil at classmates.,performance,nazi,in school,student,student
12058,"a student at a junior high school made an anti-semitic joke to his class telling them, ""when you ask a jewish girl for her phone number she rolls up her sleeve.""",harassment,nazi,in school,student,student
12072,a school locker was vandalized with a swastika drawing.,vandalism,nazi,in school,not specified,not specified
12046,swastika vandalism discovered at a high school.,vandalism,nazi,in school,not specified,not specified
10848,an employee at montclair high school discovered that a table in the school cafeteria was vandalized with swastika drawings.,vandalism,nazi,in school,not specified,not specified
12054,swastika vandalism discovered on school playground.,vandalism,nazi,outside school,not specified,not specified
12092,swastika vandalism discovered in a bathroom at a school.,vandalism,nazi,in school,not specified,not specified
12100,"students at a middle school directed the nazi salute at other students. simultaneously there were reports of racist, homophobic, and swastika graffiti at the school.","performance, vandalism","nazi, oppression connection",in school,"student, not specified","student, school"
12122,"a swastika, a homophobic slur, and the n-word were found written in a bathroom at a middle school.",vandalism,"nazi, oppression connection",in school,not specified,not specified
12084,"a swastika, ss lightening bolts, and ""hail hitler"" were discovered written in a bathroom at a middle school.",vandalism,nazi,in school,not specified,not specified
12057,a swastika was carved into a bathroom stall at a middle school.,vandalism,nazi,in school,not specified,not specified
12120,a teacher discovered that school books had been vandalized with swastika drawings.,vandalism,nazi,in school,not specified,not specified
12075,swastika vandalism discovered in a high school.,vandalism,nazi,in school,not specified,not specified
12094,swastika vandalism discovered in a classroom at a high school.,vandalism,nazi,in school,not specified,not specified
12113,a jewish boy was walking to school when two passersby hit him on his head.,harassment,general antisemitism,off-campus,outsider,student
10917,"swastika vandalism was found at new rochelle high school in multiple locations including a bathroom, library, and near the athletic director's office.",vandalism,nazi,in school,not specified,not specified
12056,swastika vandalism discovered on the wall in a locker room at new rochelle high school.,vandalism,nazi,in school,not specified,not specified
12127,"in an effort to harass their teacher, who is jewish, a student left a bag of pennies on the teacher's computer.",harassment,money,in school,student,teacher
12082,middle school student made a disparaging remark about jews during a history lesson.,harassment,general antisemitism,in school,student,not specified
12050,middle school student made anti-semitic comments to classmates.,harassment,general antisemitism,in school,student,student
12145,"a jewish student was harassed by her peers who told her ?you?re just being greedy and wanting attention because you are a jew.""",harassment,general antisemitism,not specified,student,student
12222,swastika graffiti discovered at an elementary school.,vandalism,nazi,in school,not specified,not specified
12168,a student defaced school property with a swastika drawing.,vandalism,nazi,in school,student,not specified
12167,jewish student harassed on the basketball court by an opposing player.,harassment,general antisemitism,in school,student,student
12229,a high school student was the victim of ongoing anti-semitic holocaust jokes by a classmate.,harassment,nazi,in school,student,student
12244,"a jewish student at an elementary school was told by a classmate that he hates all jews because jews ""kill my people.""",harassment,general antisemitism,in school,student,student
